
SetupTitle, TFT Saturation
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, sqrt_ID, gm, absIg, W, L, Ca, Mob_Sat, SS, absId
TestParameter, Function.User.Unit, , S, A, , , F/cm2, , (dec/V), A
TestParameter, Function.User.Definition, sqrt(abs(ID)), delta(ID)/delta(VG), abs(IG), 20, 5, 133E-9, (delta(sqrt(ID))/delta(VG))^2*2*(L/W)*(1/Ca), delta(log(ID)/log(10))/delta(VG), abs(ID)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -2
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absId, sqrt_ID, Mob_Sat
TestParameter, Output.Graph.YAxis.Scale, Log, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1, 1, 1
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true, true
TestParameter, Output.List.Data, VG, ID, absId, IG, absIg, Mob_Sat, IS, VD, gm, W, L, Ca, SS
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, true
TestParameter, AutoAnalysis.Line1.Type, 4
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 1
TestParameter, AutoAnalysis.Line1.Point1.Type, 1
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, VG
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, max(VG)-3
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 1
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, VG
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, max(VG)-1
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 06/05/2026 10:07:49
MetaData, TestRecord.TestTarget, S5TFT20-5TOP1
MetaData, TestRecord.IterationIndex, 2
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 485519af-60ac-4b91-9f1b-01a232cf51fe
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absId, sqrt_ID, Mob_Sat
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-14, 1.1E-07, 3.3E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.0001, 0.0069, 9.7000000000000028
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.65
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 4
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.7
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.33850617896497009
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.76138318359067736
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 0.00146394854335
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.65
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.65
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU3:MP, Name=VG, Direction=Double, Linear/Log=LINEAR, Start=-5 V, Stop=5 V, Step=100 mV, No. of Steps=101, Compliance=100 nA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR, Name=VD, Source Mode=V, Source=5 V, Compliance=100 mA	[CONSTANTS] Unit=SMU2:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, ID, absId, IG, absIg, Mob_Sat, IS, VD, gm, W, L, Ca, SS
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A, A, A, , A, V, S, , , F/cm2, (dec/V)
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TFT Saturation
Dimension1, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
DataName, VG, VD, ID, IG, IS, sqrt_ID, gm, absIg, W, L, Ca, Mob_Sat, SS, absId
DataValue, -5, 5, -9.98E-14, -4.6670000000000005E-11, 4.112E-11, 3.1591137997862629E-07, 2.4758000000000087E-11, 4.6670000000000005E-11, 20, 5, 1.33E-07, 0.00056462058796338658, 13.767158950217887, 9.98E-14
DataValue, -4.9, 5, 2.376E-12, -2.2700000000000002E-12, -9.3E-13, 1.5414279094398154E-06, -5.8849999999999944E-12, 2.2700000000000002E-12, 20, 5, 1.33E-07, 6.228084948824916E-05, 5.5349616635964018, 2.376E-12
DataValue, -4.8, 5, -1.2768E-12, 5.8300000000000008E-12, 3.6800000000000005E-12, 1.1299557513460427E-06, -3.0196999999999977E-11, 5.8300000000000008E-12, 20, 5, 1.33E-07, 1.3046122301722181E-05, 0.94018952385509191, 1.2768E-12
DataValue, -4.7, 5, -3.6634E-12, 4.384E-11, 1.3060000000000001E-11, 1.914001044931794E-06, 3.0221000000000112E-11, 4.384E-11, 20, 5, 1.33E-07, 0.00010430677862524432, 2.860793590676868, 3.6634E-12
DataValue, -4.6000000000000005, 5, 4.7674E-12, -1.7930000000000003E-11, -4.2550000000000004E-11, 2.1834376565407127E-06, -5.2799999999999886E-13, 1.7930000000000003E-11, 20, 5, 1.33E-07, 7.0509730937226975E-08, 0.061708981847150512, 4.7674E-12
DataValue, -4.5, 5, -3.769E-12, 2.2000000000000003E-12, 1.1460000000000002E-11, 1.9413912537147168E-06, -2.464799999999998E-11, 2.2000000000000003E-12, 20, 5, 1.33E-07, 0.00029801522245170116, -7.3411537113344343, 3.769E-12
DataValue, -4.4, 5, -1.622E-13, 1.09E-12, -2.2000000000000003E-12, 4.0274061131204536E-07, 3.3688999999999968E-11, 1.09E-12, 20, 5, 1.33E-07, 4.4817425644769368E-06, -0.518225980544393, 1.622E-13
DataValue, -4.3, 5, 2.9688E-12, -2.844E-11, -7.63E-12, 1.7230206034751878E-06, 2.1913999999999981E-11, 2.844E-11, 20, 5, 1.33E-07, 0.00025639204974370962, 7.0766167236394155, 2.9688E-12
DataValue, -4.2, 5, 4.2206E-12, -5.0020000000000005E-11, -2.4700000000000003E-11, 2.0544098909419221E-06, -3.9571999999999964E-11, 5.0020000000000005E-11, 20, 5, 1.33E-07, 2.3576185965737071E-05, 1.1081902318925154, 4.2206E-12
DataValue, -4.1, 5, -4.9456E-12, 1.9400000000000002E-12, 3.817E-11, 2.2238704998268221E-06, -1.195699999999999E-11, 1.9400000000000002E-12, 20, 5, 1.33E-07, 4.6307019534286063E-05, -1.8155650094718807, 4.9456E-12
DataValue, -4, 5, 1.8292E-12, -2.4000000000000003E-12, 4.0000000000000006E-14, 1.3524792050157371E-06, 1.5006000000000022E-11, 2.4000000000000003E-12, 20, 5, 1.33E-07, 6.4660937655768738E-05, -2.0271668765836219, 1.8292E-12
DataValue, -3.9, 5, -1.9444E-12, 1.2130000000000001E-11, 4.7000000000000006E-12, 1.3944174410842688E-06, -2.863400000000004E-11, 1.2130000000000001E-11, 20, 5, 1.33E-07, 3.6332618491577971E-05, 1.6426803695405945, 1.9444E-12
DataValue, -3.8000000000000003, 5, -3.8976E-12, 4.6190000000000004E-11, 1.611E-11, 1.9742340286804905E-06, 3.3536000000000045E-11, 4.6190000000000004E-11, 20, 5, 1.33E-07, 5.8354447895329085E-05, 1.9453836627614178, 3.8976E-12
DataValue, -3.7, 5, 4.7628E-12, -9.7000000000000011E-12, -4.3030000000000005E-11, 2.1823840175367855E-06, 3.6559999999999965E-12, 9.7000000000000011E-12, 20, 5, 1.33E-07, 3.5663015551251312E-06, -0.45115744877221214, 4.7628E-12
DataValue, -3.6, 5, -3.1664E-12, 1.5300000000000001E-12, 7.1400000000000007E-12, 1.779438113562818E-06, -2.130099999999998E-11, 1.5300000000000001E-12, 20, 5, 1.33E-07, 0.00020404406020184916, -4.8831993034911525, 3.1664E-12
DataValue, -3.5, 5, 5.026E-13, -1.5200000000000002E-12, -2.8800000000000002E-12, 7.0894287499064409E-07, 3.1770999999999974E-11, 1.5200000000000002E-12, 20, 5, 1.33E-07, 3.3868524308680363E-09, 0.014626447155299248, 5.026E-13
DataValue, -3.4, 5, 3.1878E-12, -3.4110000000000006E-11, -9.3800000000000008E-12, 1.7854411219639812E-06, 1.8004000000000024E-11, 3.4110000000000006E-11, 20, 5, 1.33E-07, 0.00016295206825981274, 4.5596068493005921, 3.1878E-12
DataValue, -3.3000000000000003, 5, 4.1034E-12, -5.011E-11, -2.5850000000000003E-11, 2.0256850693037158E-06, -4.0355000000000051E-11, 5.011E-11, 20, 5, 1.33E-07, 1.6924565520460809E-05, 0.92606722822693344, 4.1034E-12
DataValue, -3.2, 5, -4.8832E-12, 1.8400000000000002E-12, 3.8030000000000003E-11, 2.2097963707093013E-06, -1.1397999999999988E-11, 1.8400000000000002E-12, 20, 5, 1.33E-07, 4.2847744446791238E-05, -1.76083321372097, 4.8832E-12
DataValue, -3.1, 5, 1.8238E-12, -1.1600000000000001E-12, 3.5E-13, 1.3504813956511951E-06, 1.4693999999999986E-11, 1.1600000000000001E-12, 20, 5, 1.33E-07, 6.248522545831415E-05, -1.9995944976813078, 1.8238E-12
DataValue, -3, 5, -1.9444E-12, 1.159E-11, 4.7100000000000007E-12, 1.3944174410842688E-06, -2.8379999999999974E-11, 1.159E-11, 20, 5, 1.33E-07, 3.5226911315418634E-05, 1.6236580776658625, 1.9444E-12
DataValue, -2.9, 5, -3.8522E-12, 4.5870000000000005E-11, 1.4200000000000002E-11, 1.9627022188808978E-06, 3.3634000000000045E-11, 4.5870000000000005E-11, 20, 5, 1.33E-07, 5.9020762622940181E-05, 1.954301426463501, 3.8522E-12
DataValue, -2.8000000000000003, 5, 4.7824E-12, -1.371E-11, -4.323E-11, 2.1868699092538632E-06, 1.3660000000000023E-12, 1.371E-11, 20, 5, 1.33E-07, 4.7214743805400515E-07, -0.1597356425782428, 4.7824E-12
DataValue, -2.7, 5, -3.579E-12, 1.74E-12, 9.03E-12, 1.8918245161747957E-06, -2.3332999999999982E-11, 1.74E-12, 20, 5, 1.33E-07, 0.00032047393078581967, -8.07968669151893, 3.579E-12
DataValue, -2.6, 5, 1.158E-13, -1.1600000000000001E-12, -2.16E-12, 3.4029399054347112E-07, 3.2976999999999973E-11, 1.1600000000000001E-12, 20, 5, 1.33E-07, 2.2593259096750806E-06, -0.37136383136910889, 1.158E-13
DataValue, -2.5, 5, 3.0164E-12, -2.953E-11, -8.31E-12, 1.7367786272291583E-06, 2.0301999999999982E-11, 2.953E-11, 20, 5, 1.33E-07, 0.00027266609149447369, 7.7853636482444095, 3.0164E-12
DataValue, -2.4, 5, 4.1762E-12, -4.9760000000000004E-11, -2.498E-11, 2.0435752983435673E-06, -3.9311000000000052E-11, 4.9760000000000004E-11, 20, 5, 1.33E-07, 2.0281638260818971E-05, 1.0293827674104175, 4.1762E-12
DataValue, -2.3000000000000003, 5, -4.8458E-12, 1.8400000000000002E-12, 3.7750000000000005E-11, 2.2013177871447819E-06, -1.2262000000000015E-11, 1.8400000000000002E-12, 20, 5, 1.33E-07, 5.0172397315859182E-05, -1.9214720633235443, 4.8458E-12
DataValue, -2.2, 5, 1.7238E-12, -5.6E-13, 3.5E-13, 1.3129356419870701E-06, 1.5059999999999988E-11, 5.6E-13, 20, 5, 1.33E-07, 6.7447801000867136E-05, -2.110067586023499, 1.7238E-12
DataValue, -2.1, 5, -1.8338E-12, 1.0100000000000001E-11, 4.1900000000000005E-12, 1.3541787178950939E-06, -2.7817999999999977E-11, 1.0100000000000001E-11, 20, 5, 1.33E-07, 3.9294941908537671E-05, 1.7391086394930062, 1.8338E-12
DataValue, -2, 5, -3.8398E-12, 4.523E-11, 1.4670000000000003E-11, 1.9595407625257507E-06, 3.2814000000000009E-11, 4.523E-11, 20, 5, 1.33E-07, 6.3264511915090365E-05, 2.0570867281093013, 3.8398E-12
DataValue, -1.9000000000000001, 5, 4.729E-12, -1.433E-11, -4.312E-11, 2.1746264046957583E-06, 1.5799999999999997E-12, 1.433E-11, 20, 5, 1.33E-07, 6.3754734170626425E-07, -0.18648676523796762, 4.729E-12
DataValue, -1.8, 5, -3.5238E-12, 1.78E-12, 7.970000000000001E-12, 1.8771787341646507E-06, -2.241899999999998E-11, 1.78E-12, 20, 5, 1.33E-07, 0.00026508939748688123, -6.4262442408452394, 3.5238E-12
