
SetupTitle, TFT Saturation
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, W, L, sqrt_ID, gm, absIg, Ca, Mob_Sat, SS, absId
TestParameter, Function.User.Unit, , , , S, A, F/cm2, , (dec/V), A
TestParameter, Function.User.Definition, 10, 10, sqrt(abs(ID)), delta(ID)/delta(VG), abs(IG), 133E-9, (delta(sqrt(ID))/delta(VG))^2*2*(L/W)*(1/Ca), delta(log(ID)/log(10))/delta(VG), abs(ID)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -2
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absId, sqrt_ID, Mob_Sat
TestParameter, Output.Graph.YAxis.Scale, Log, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1, 1, 1
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true, true
TestParameter, Output.List.Data, VG, ID, absId, IG, absIg, Mob_Sat, IS, VD, gm, W, L, Ca, SS
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, true
TestParameter, AutoAnalysis.Line1.Type, 4
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 1
TestParameter, AutoAnalysis.Line1.Point1.Type, 1
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, VG
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, max(VG)-3
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 1
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, VG
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, max(VG)-1
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 06/05/2026 16:03:41
MetaData, TestRecord.TestTarget, S5TFT10-10BOT2
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 6d90db00-2157-4a18-b43a-a0c126c71617
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absId, sqrt_ID, Mob_Sat
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-13, 4.9E-07, 2.7E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1E-05, 0.0021, 14
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.6875
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 4
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.7
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.01243256384409969
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.59539125409498961
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 0.000651355185382
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.6875
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.6875
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU3:MP, Name=VG, Direction=Double, Linear/Log=LINEAR, Start=-5 V, Stop=5 V, Step=100 mV, No. of Steps=101, Compliance=100 nA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR, Name=VD, Source Mode=V, Source=5 V, Compliance=100 mA	[CONSTANTS] Unit=SMU2:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, ID, absId, IG, absIg, Mob_Sat, IS, VD, gm, W, L, Ca, SS
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A, A, A, , A, V, S, , , F/cm2, (dec/V)
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TFT Saturation
Dimension1, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
DataName, VG, VD, ID, IG, IS, W, L, sqrt_ID, gm, absIg, Ca, Mob_Sat, SS, absId
DataValue, -5, 5, 4.2598E-12, -1.6700000000000002E-12, -2.5000000000000003E-12, 10, 10, 2.0639282933280409E-06, -7.788000000000031E-12, 1.6700000000000002E-12, 1.33E-07, 5.9063286716929089E-05, -0.8768518592749639, 4.2598E-12
DataValue, -4.9, 5, 3.481E-12, -4.4920000000000005E-11, -8.8900000000000011E-12, 10, 10, 1.8657438194993437E-06, 5.6499999999999961E-13, 4.4920000000000005E-11, 1.33E-07, 2.7804957884191209E-07, 0.056852025684008774, 3.481E-12
DataValue, -4.8, 5, 4.3728E-12, -5.832E-11, -2.54E-11, 10, 10, 2.0911240996172372E-06, 1.559999999999998E-12, 5.832E-11, 1.33E-07, 2.5166576853940597E-06, 0.18639409709250804, 4.3728E-12
DataValue, -4.7, 5, 3.793E-12, -2.04E-12, -1.007E-11, 10, 10, 1.9475625792256327E-06, -2.3108000000000085E-11, 2.04E-12, 1.33E-07, 0.00095319572750249141, -6.2245461916490408, 3.793E-12
DataValue, -4.6000000000000005, 5, -2.488E-13, 3.5E-13, 2.14E-12, 10, 10, 4.98798556533597E-07, -3.6385999999999962E-11, 3.5E-13, 1.33E-07, 2.4641904714988904E-06, -0.18439883142911545, 2.488E-13
DataValue, -4.5, 5, -3.4842E-12, 4.344E-11, 8.7100000000000015E-12, 10, 10, 1.8666011893278113E-06, 2.4697999999999979E-11, 4.344E-11, 1.33E-07, 0.0010447288556411935, 6.376982702305444, 3.4842E-12
DataValue, -4.4, 5, 4.6908E-12, -3.071E-11, -3.495E-11, 10, 10, 2.1658254777336056E-06, 2.7405999999999974E-11, 3.071E-11, 1.33E-07, 7.7299139129626161E-05, -1.208625057731324, 4.6908E-12
DataValue, -4.3, 5, 1.997E-12, -2.0500000000000004E-12, 3.8000000000000005E-13, 10, 10, 1.4131525041551603E-06, -3.4222999999999973E-11, 2.0500000000000004E-12, 1.33E-07, 0.00018328665112838613, -1.690207719272639, 1.997E-12
DataValue, -4.2, 5, -2.1538E-12, 1.499E-11, 4.42E-12, 10, 10, 1.4675830470538967E-06, -3.0237999999999974E-11, 1.499E-11, 1.33E-07, 0.00013509382841030517, 1.5357064675088048, 2.1538E-12
DataValue, -4.1, 5, -4.0506E-12, 5.88E-11, 1.67E-11, 10, 10, 2.0126102454275642E-06, 3.5174999999999965E-11, 5.88E-11, 1.33E-07, 0.00020684549085754183, 1.7766061498710057, 4.0506E-12
DataValue, -4, 5, 4.8812E-12, -1.3300000000000002E-12, -3.404E-11, 10, 10, 2.2093437939804662E-06, 1.1488000000000014E-11, 1.3300000000000002E-12, 1.33E-07, 0.00017825999544050238, -1.8186872113933397, 4.8812E-12
DataValue, -3.9, 5, -1.753E-12, 1.95E-12, -8.300000000000001E-13, 10, 10, 1.3240090634130871E-06, -1.2959000000000017E-11, 1.95E-12, 1.33E-07, 0.00018225126781255894, -1.64402462058167, 1.753E-12
DataValue, -3.8000000000000003, 5, 2.2894E-12, -1.7310000000000003E-11, -4.82E-12, 10, 10, 1.5130763364747993E-06, 2.9152000000000034E-11, 1.7310000000000003E-11, 1.33E-07, 0.00018171808100158376, 1.833007012444823, 2.2894E-12
DataValue, -3.7, 5, 4.0773999999999996E-12, -5.9240000000000007E-11, -1.6600000000000003E-11, 10, 10, 2.0192572892031366E-06, -3.5980999999999971E-11, 5.9240000000000007E-11, 1.33E-07, 0.00018529287814695041, 1.6553833905937394, 4.0773999999999996E-12
DataValue, -3.6, 5, -4.9068E-12, 1.55E-12, 3.431E-11, 10, 10, 2.2151297930369681E-06, -1.0536999999999989E-11, 1.55E-12, 1.33E-07, 0.00014250927598538022, -1.5795854621058312, 4.9068E-12
DataValue, -3.5, 5, 1.97E-12, -1.5600000000000002E-12, 1.9000000000000002E-13, 10, 10, 1.4035668847618199E-06, 1.332099999999999E-11, 1.5600000000000002E-12, 1.33E-07, 0.00019358932126453473, -1.7002326939277241, 1.97E-12
DataValue, -3.4, 5, -2.2425999999999998E-12, 1.6650000000000002E-11, 4.57E-12, 10, 10, 1.4975313018431366E-06, -3.0438000000000041E-11, 1.6650000000000002E-11, 1.33E-07, 0.00014714306965758246, 1.6008896454026034, 2.2425999999999998E-12
DataValue, -3.3000000000000003, 5, -4.1176E-12, 5.912E-11, 1.6250000000000002E-11, 10, 10, 2.0291870293297265E-06, 3.5743000000000049E-11, 5.912E-11, 1.33E-07, 0.00019349190000431053, 1.6998786302697622, 4.1176E-12
DataValue, -3.2, 5, 4.906E-12, -1.4800000000000002E-12, -3.4360000000000005E-11, 10, 10, 2.214949209349957E-06, 1.0969999999999991E-11, 1.4800000000000002E-12, 1.33E-07, 0.00015506858413695608, -1.6526469342017143, 4.906E-12
DataValue, -3.1, 5, -1.9236E-12, 2.77E-12, -2.5E-13, 10, 10, 1.3869390758068647E-06, -1.339199999999999E-11, 2.77E-12, 1.33E-07, 0.00019620739965687617, -1.7144516732632271, 1.9236E-12
DataValue, -3, 5, 2.2276E-12, -1.642E-11, -4.8100000000000007E-12, 10, 10, 1.4925146565444509E-06, 3.0064999999999976E-11, 1.642E-11, 1.33E-07, 0.00015172560372270813, 1.6377241212500844, 2.2276E-12
DataValue, -2.9, 5, 4.0894E-12, -5.823E-11, -1.5890000000000003E-11, 10, 10, 2.0222264957219804E-06, -3.5565000000000047E-11, 5.823E-11, 1.33E-07, 0.00019368696492057204, 1.7053145942681103, 4.0894E-12
DataValue, -2.8000000000000003, 5, -4.8854E-12, 2.4300000000000003E-12, 3.4220000000000006E-11, 10, 10, 2.2102940980783529E-06, -1.0384000000000012E-11, 2.4300000000000003E-12, 1.33E-07, 0.00013695146473125355, -1.5395106214898766, 4.8854E-12
DataValue, -2.7, 5, 2.0126E-12, -1.2500000000000001E-12, -4.5000000000000005E-13, 10, 10, 1.4186613408421335E-06, 1.4035999999999989E-11, 1.2500000000000001E-12, 1.33E-07, 0.00022214144634384573, -1.8560639379257966, 2.0126E-12
DataValue, -2.6, 5, -2.0781999999999998E-12, 1.517E-11, 4.31E-12, 10, 10, 1.441596337398233E-06, -3.0643999999999973E-11, 1.517E-11, 1.33E-07, 0.00013997010474655868, 1.5536949998420178, 2.0781999999999998E-12
DataValue, -2.5, 5, -4.1162E-12, 5.9020000000000007E-11, 1.579E-11, 10, 10, 2.0288420342648661E-06, 3.5060999999999969E-11, 5.9020000000000007E-11, 1.33E-07, 0.00022852512599137726, 1.8775590233376676, 4.1162E-12
DataValue, -2.4, 5, 4.934E-12, -2.46E-12, -3.4610000000000004E-11, 10, 10, 2.2212609031808936E-06, 9.7810000000000109E-12, 2.46E-12, 1.33E-07, 0.00011753635218384395, -1.4002135858564309, 4.934E-12
DataValue, -2.3000000000000003, 5, -2.16E-12, 1.6800000000000001E-12, -1.3E-13, 10, 10, 1.4696938456699068E-06, -1.4261000000000019E-11, 1.6800000000000001E-12, 1.33E-07, 0.00022779407227562038, -1.8738007047676344, 2.16E-12
DataValue, -2.2, 5, 2.0818E-12, -1.562E-11, -4.48E-12, 10, 10, 1.4428444129565737E-06, 3.1315999999999974E-11, 1.562E-11, 1.33E-07, 0.00011619223623441475, 1.3933446745338327, 2.0818E-12
DataValue, -2.1, 5, 4.1032E-12, -5.992E-11, -1.535E-11, 10, 10, 2.0256357026869368E-06, -3.4649999999999972E-11, 5.992E-11, 1.33E-07, 0.00021658232490685979, 1.8357076151375369, 4.1032E-12
DataValue, -2, 5, -4.8482E-12, 2.37E-12, 3.485E-11, 10, 10, 2.2018628476814808E-06, -9.656E-12, 2.37E-12, 1.33E-07, 0.00011449436455499508, -1.3813143257044394, 4.8482E-12
DataValue, -1.9000000000000001, 5, 2.172E-12, -2.6600000000000004E-12, -9.3E-13, 10, 10, 1.4737706741552433E-06, 1.4939000000000003E-11, 2.6600000000000004E-12, 1.33E-07, 0.00026393726441475241, -2.0798709819410992, 2.172E-12
DataValue, -1.8, 5, -1.8604E-12, 1.0810000000000001E-11, 3.5900000000000003E-12, 10, 10, 1.363964808930201E-06, -3.0924999999999973E-11, 1.0810000000000001E-11, 1.33E-07, 0.00010539306944589371, 1.3330466940851415, 1.8604E-12
