
SetupTitle, TFT Saturation
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, W, L, sqrt_ID, gm, absIg, Ca, Mob_Sat, SS, absId
TestParameter, Function.User.Unit, , , , S, A, F/cm2, , (dec/V), A
TestParameter, Function.User.Definition, 20, 5, sqrt(abs(ID)), delta(ID)/delta(VG), abs(IG), 133E-9, (delta(sqrt(ID))/delta(VG))^2*2*(L/W)*(1/Ca), delta(log(ID)/log(10))/delta(VG), abs(ID)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -2
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absId, sqrt_ID, Mob_Sat
TestParameter, Output.Graph.YAxis.Scale, Log, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1, 1, 1
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true, true
TestParameter, Output.List.Data, VG, ID, absId, IG, absIg, Mob_Sat, IS, VD, gm, W, L, Ca, SS
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, true
TestParameter, AutoAnalysis.Line1.Type, 4
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 1
TestParameter, AutoAnalysis.Line1.Point1.Type, 1
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, VG
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, max(VG)-3
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 1
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, VG
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, max(VG)-1
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 06/05/2026 11:19:12
MetaData, TestRecord.TestTarget, S5TFT20-5TOP2
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 7fa478b5-223e-4d11-8f7a-518162f52e9b
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absId, sqrt_ID, Mob_Sat
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-05, 0.0083, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.0001, 0.0085, 0.059
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -2.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 4
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.7
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.39510711288372263
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.33598929151789408
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, -5.293451404E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -2.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -2.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU3:MP, Name=VG, Direction=Double, Linear/Log=LINEAR, Start=-5 V, Stop=5 V, Step=100 mV, No. of Steps=101, Compliance=100 nA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR, Name=VD, Source Mode=V, Source=5 V, Compliance=100 mA	[CONSTANTS] Unit=SMU2:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, ID, absId, IG, absIg, Mob_Sat, IS, VD, gm, W, L, Ca, SS
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A, A, A, , A, V, S, , , F/cm2, (dec/V)
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TFT Saturation
Dimension1, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
DataName, VG, VD, ID, IG, IS, W, L, sqrt_ID, gm, absIg, Ca, Mob_Sat, SS, absId
DataValue, -5, 5, 7.1162000000000007E-05, -9.9997399999999987E-08, -7.0998E-05, 20, 5, 0.0084357572274218525, -4.400000000000177E-07, 9.9997399999999987E-08, 1.33E-07, 0.0025577015964070786, -0.0026861059618976764, 7.1162000000000007E-05
DataValue, -4.9, 5, 7.1118E-05, -9.99978E-08, -7.1024E-05, 20, 5, 0.0084331488780881852, -3.2000000000002378E-07, 9.99978E-08, 1.33E-07, 0.0013530241300913043, -0.0019538063206070416, 7.1118E-05
DataValue, -4.8, 5, 7.1098E-05, -9.9997599999999985E-08, -7.0942E-05, 20, 5, 0.00843196299802128, -4.2000000000003965E-07, 9.9997599999999985E-08, 1.33E-07, 0.0023325663818589957, -0.0025663192024039084, 7.1098E-05
DataValue, -4.7, 5, 7.1034E-05, -9.9997599999999985E-08, -7.0904E-05, 20, 5, 0.0084281670605179625, -3.2999999999997937E-07, 9.9997599999999985E-08, 1.33E-07, 0.0014402255621988869, -0.0020167056825393177, 7.1034E-05
DataValue, -4.6000000000000005, 5, 7.1032000000000007E-05, -9.9996999999999992E-08, -7.0934000000000009E-05, 20, 5, 0.0084280484099226675, -1.9999999999996402E-07, 9.9996999999999992E-08, 1.33E-07, 0.00052938837000915341, -0.0012231235908011218, 7.1032000000000007E-05
DataValue, -4.5, 5, 7.0994E-05, -9.999719999999999E-08, -7.0928E-05, 20, 5, 0.008425793731156728, -2.0000000000043838E-08, 9.999719999999999E-08, 1.33E-07, 5.2926911121626736E-06, -0.00012228480417153509, 7.0994E-05
DataValue, -4.4, 5, 7.1028E-05, -9.9997599999999985E-08, -7.0882E-05, 20, 5, 0.0084278111037208239, -7.00000000000179E-08, 9.9997599999999985E-08, 1.33E-07, 6.4874740010165615E-05, -0.00042825607268426287, 7.1028E-05
DataValue, -4.3, 5, 7.098E-05, -9.9997599999999985E-08, -7.0828000000000007E-05, 20, 5, 0.0084249629079302182, -4.1999999999997189E-07, 9.9997599999999985E-08, 1.33E-07, 0.0023355237398031115, -0.00256957292541937, 7.098E-05
DataValue, -4.2, 5, 7.0944E-05, -9.9996999999999992E-08, -7.0812E-05, 20, 5, 0.0084228261290376881, -4.7000000000001371E-07, 9.9996999999999992E-08, 1.33E-07, 0.0029268860014692931, -0.0028776230579063951, 7.0944E-05
DataValue, -4.1, 5, 7.0886E-05, -9.9997999999999993E-08, -7.079E-05, 20, 5, 0.008419382400152638, -3.8000000000001976E-07, 9.9997999999999993E-08, 1.33E-07, 0.0019140029822433298, -0.0023274746696033666, 7.0886E-05
DataValue, -4, 5, 7.0868E-05, -9.9996999999999992E-08, -7.0732E-05, 20, 5, 0.008418313370266042, -3.9999999999952236E-08, 9.9996999999999992E-08, 1.33E-07, 2.1214968534848663E-05, -0.00024508026430503126, 7.0868E-05
DataValue, -3.9, 5, 7.0878000000000008E-05, -9.9997399999999987E-08, -7.0778E-05, 20, 5, 0.0084189072925172428, -1.0999999999997029E-07, 9.9997399999999987E-08, 1.33E-07, 0.00016049480671860138, -0.00067420852411626073, 7.0878000000000008E-05
DataValue, -3.8000000000000003, 5, 7.0846E-05, -9.9997599999999985E-08, -7.0738E-05, 20, 5, 0.0084170065937956822, -3.3000000000004639E-07, 9.9997599999999985E-08, 1.33E-07, 0.0014446979972057308, -0.0020229683025396765, 7.0846E-05
DataValue, -3.7, 5, 7.0812E-05, -9.99978E-08, -7.0674000000000008E-05, 20, 5, 0.0084149866310054226, -4.4000000000001575E-07, 9.99978E-08, 1.33E-07, 0.0025699119344911284, -0.002698929361275579, 7.0812E-05
DataValue, -3.6, 5, 7.0758E-05, -9.99978E-08, -7.069E-05, 20, 5, 0.0084117774578266157, -2.5000000000000586E-07, 9.99978E-08, 1.33E-07, 0.00082982190706560514, -0.0015338074079984652, 7.0758E-05
DataValue, -3.5, 5, 7.0762E-05, -9.999719999999999E-08, -7.0674000000000008E-05, 20, 5, 0.0084120152163438214, -2.9999999999997992E-08, 9.999719999999999E-08, 1.33E-07, 1.1954839404011186E-05, -0.00018414012387779605, 7.0762E-05
DataValue, -3.4, 5, 7.0752E-05, -9.9997999999999993E-08, -7.066E-05, 20, 5, 0.0084114208074498337, -3.9999999999952236E-08, 9.9997999999999993E-08, 1.33E-07, 2.1252146749387072E-05, -0.0002455097557119149, 7.0752E-05
DataValue, -3.3000000000000003, 5, 7.0754000000000007E-05, -9.9997599999999985E-08, -7.0606000000000008E-05, 20, 5, 0.0084115396925889853, -2.300000000000303E-07, 9.9997599999999985E-08, 1.33E-07, 0.00070293721708478347, -0.0014122599550203693, 7.0754000000000007E-05
DataValue, -3.2, 5, 7.0706E-05, -9.999719999999999E-08, -7.0598E-05, 20, 5, 0.0084086859853368286, -2.400000000000517E-07, 9.999719999999999E-08, 1.33E-07, 0.000765380176786829, -0.00147364173133102, 7.0706E-05
DataValue, -3.1, 5, 7.0706E-05, -9.9997999999999993E-08, -7.0586E-05, 20, 5, 0.0084086859853368286, -1.9999999999996402E-07, 9.9997999999999993E-08, 1.33E-07, 0.00053184485916270762, -0.0012287991780324237, 7.0706E-05
DataValue, -3, 5, 7.0666E-05, -9.9997599999999985E-08, -7.058E-05, 20, 5, 0.0084063071559395217, -1.4999999999998996E-07, 9.9997599999999985E-08, 1.33E-07, 0.00029914157077119284, -0.00092153418770557407, 7.0666E-05
DataValue, -2.9, 5, 7.0676E-05, -9.9997599999999985E-08, -7.058E-05, 20, 5, 0.0084069019263935743, -2.9999999999998058E-08, 9.9997599999999985E-08, 1.33E-07, 1.1970404059189721E-05, -0.00018437986591290947, 7.0676E-05
DataValue, -2.8000000000000003, 5, 7.066E-05, -9.9997999999999993E-08, -7.0566E-05, 20, 5, 0.0084059502734670048, -1.6000000000001223E-07, 9.9997999999999993E-08, 1.33E-07, 0.00034050595364226634, -0.000983401051404266, 7.066E-05
DataValue, -2.7, 5, 7.0644E-05, -9.9997599999999985E-08, -7.056E-05, 20, 5, 0.0084049985127898734, -8.9999999999993977E-08, 9.9997599999999985E-08, 1.33E-07, 0.00010775193536916921, -0.00055323355058867153, 7.0644E-05
DataValue, -2.6, 5, 7.0642E-05, -9.99978E-08, -7.0524E-05, 20, 5, 0.0084048795351272, -9.9999999999948128E-08, 9.99978E-08, 1.33E-07, 0.00013305909742706854, -0.00061485189116527951, 7.0642E-05
DataValue, -2.5, 5, 7.0624000000000007E-05, -9.9997999999999993E-08, -7.0518E-05, 20, 5, 0.0084038086603634675, -2.3000000000002977E-07, 9.9997999999999993E-08, 1.33E-07, 0.00070403215043073866, -0.0014144597681875469, 7.0624000000000007E-05
DataValue, -2.4, 5, 7.0596E-05, -9.9997999999999993E-08, -7.0496E-05, 20, 5, 0.0084021425838889455, -2.8000000000000447E-07, 9.9997999999999993E-08, 1.33E-07, 0.0010437448782386505, -0.0017225120588904043, 7.0596E-05
DataValue, -2.3000000000000003, 5, 7.0568E-05, -9.9997599999999985E-08, -7.0502E-05, 20, 5, 0.008400476176979494, -9.9999999999541777E-09, 9.9997599999999985E-08, 1.33E-07, 1.33132604872084E-06, -6.1519156022704717E-05, 7.0568E-05
DataValue, -2.2, 5, 7.0594000000000009E-05, -9.9997399999999987E-08, -7.0536E-05, 20, 5, 0.0084020235657846151, 1.7999999999998795E-07, 9.9997399999999987E-08, 1.33E-07, 0.00043140464560392452, 0.0011074860232529449, 7.0594000000000009E-05
DataValue, -2.1, 5, 7.0604E-05, -9.99978E-08, -7.0488000000000007E-05, 20, 5, 0.0084026186394480628, 2.9999999999997992E-08, 9.99978E-08, 1.33E-07, 1.1981594997434144E-05, 0.00018455223968594209, 7.0604E-05
DataValue, -2, 5, 7.0600000000000008E-05, -9.9997399999999987E-08, -7.045E-05, 20, 5, 0.0084023806150400025, -1.4999999999999012E-07, 9.9997399999999987E-08, 1.33E-07, 0.00029957382566783063, -0.00092286579022715664, 7.0600000000000008E-05
DataValue, -1.9000000000000001, 5, 7.0574E-05, -9.999719999999999E-08, -7.0478E-05, 20, 5, 0.0084008332920014559, -1.0000000000001601E-07, 9.999719999999999E-08, 1.33E-07, 0.00013314203552566221, -0.00061523513926964324, 7.0574E-05
DataValue, -1.8, 5, 7.058E-05, -9.9997599999999985E-08, -7.0468E-05, 20, 5, 0.00840119039184329, -2.9000000000002576E-07, 9.9997599999999985E-08, 1.33E-07, 0.0011204388223518425, -0.0017853201055517672, 7.058E-05
