
SetupTitle, TFT Saturation
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, W, L, sqrt_ID, gm, absIg, Ca, Mob_Sat, SS, absId
TestParameter, Function.User.Unit, , , , S, A, F/cm2, , (dec/V), A
TestParameter, Function.User.Definition, 40, 20, sqrt(abs(ID)), delta(ID)/delta(VG), abs(IG), 133E-9, (delta(sqrt(ID))/delta(VG))^2*2*(L/W)*(1/Ca), delta(log(ID)/log(10))/delta(VG), abs(ID)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -2
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absId, sqrt_ID, Mob_Sat
TestParameter, Output.Graph.YAxis.Scale, Log, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1, 1, 1
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true, true
TestParameter, Output.List.Data, VG, ID, absId, IG, absIg, Mob_Sat, IS, VD, gm, W, L, Ca, SS
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, true
TestParameter, AutoAnalysis.Line1.Type, 4
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 1
TestParameter, AutoAnalysis.Line1.Point1.Type, 1
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, VG
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, max(VG)-3
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 1
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, VG
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, max(VG)-1
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 06/05/2026 16:41:04
MetaData, TestRecord.TestTarget, S5TFT40-20BOT2
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 7527677a-3e07-4338-8b21-ecce96bf7d39
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absId, sqrt_ID, Mob_Sat
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-13, 4.8E-07, 2.3E-08
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1E-05, 0.0031, 9.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.6875
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 4
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.7
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.042771499456707635
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.659883006656319
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 0.000981870205465
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.6875
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.6875
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU3:MP, Name=VG, Direction=Double, Linear/Log=LINEAR, Start=-5 V, Stop=5 V, Step=100 mV, No. of Steps=101, Compliance=100 nA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR, Name=VD, Source Mode=V, Source=5 V, Compliance=100 mA	[CONSTANTS] Unit=SMU2:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, ID, absId, IG, absIg, Mob_Sat, IS, VD, gm, W, L, Ca, SS
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A, A, A, , A, V, S, , , F/cm2, (dec/V)
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TFT Saturation
Dimension1, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
DataName, VG, VD, ID, IG, IS, W, L, sqrt_ID, gm, absIg, Ca, Mob_Sat, SS, absId
DataValue, -5, 5, 2.6912E-12, -6.155000000000001E-11, 3.2870000000000005E-11, 40, 20, 1.6404877323527903E-06, -1.5820000000000084E-12, 6.155000000000001E-11, 1.33E-07, 1.8014040053223444E-06, -0.26310784327270392, 2.6912E-12
DataValue, -4.9, 5, 2.533E-12, -4.23E-12, 9.6000000000000015E-13, 40, 20, 1.591540134586621E-06, -2.047499999999998E-11, 4.23E-12, 1.33E-07, 3.9028661546570494E-05, -1.4132036802081136, 2.533E-12
DataValue, -4.8, 5, -1.4038E-12, 1.8110000000000003E-11, 4.83E-12, 40, 20, 1.1848206615349008E-06, -2.9860999999999971E-11, 1.8110000000000003E-11, 1.33E-07, 1.2998516784085819E-05, 0.66411121159201281, 1.4038E-12
DataValue, -4.7, 5, -3.4392E-12, 5.7230000000000006E-11, 1.5320000000000002E-11, 40, 20, 1.8545080210125812E-06, 3.4165000000000122E-11, 5.7230000000000006E-11, 1.33E-07, 0.00024653818934930547, 2.93715301172366, 3.4392E-12
DataValue, -4.6000000000000005, 5, 5.4291999999999995E-12, -3.81E-12, -3.5450000000000004E-11, 40, 20, 2.3300643767930531E-06, 6.3819999999999944E-12, 3.81E-12, 1.33E-07, 2.7697361227424826E-05, -1.0072053560268204, 5.4291999999999995E-12
DataValue, -4.5, 5, -2.1628E-12, 1.8100000000000002E-12, 1.1000000000000002E-12, 40, 20, 1.4706461165079789E-06, -1.7333999999999982E-11, 1.8100000000000002E-12, 1.33E-07, 0.00016229822761864473, -2.2097415261129765, 2.1628E-12
DataValue, -4.4, 5, 1.9623999999999998E-12, -9.5200000000000014E-12, -3.56E-12, 40, 20, 1.4008568806269967E-06, 3.1261999999999976E-11, 9.5200000000000014E-12, 1.33E-07, 5.7198396297467617E-05, 1.383322356193498, 1.9623999999999998E-12
DataValue, -4.3, 5, 4.0896E-12, -5.4180000000000007E-11, -1.269E-11, 40, 20, 2.0222759455623261E-06, -3.3145999999999969E-11, 5.4180000000000007E-11, 1.33E-07, 0.00010840602855346029, 1.8811582699837697, 4.0896E-12
DataValue, -4.2, 5, -4.6668E-12, 1.14E-11, 3.6320000000000004E-11, 40, 20, 2.1602777599188488E-06, -3.6009999999999973E-12, 1.14E-11, 1.33E-07, 6.5508817963525409E-06, -0.42064130307378061, 4.6668E-12
DataValue, -4.1, 5, 3.3693999999999998E-12, -2.1000000000000003E-12, -4.92E-12, 40, 20, 1.8355925473808178E-06, 2.0068999999999983E-11, 2.1000000000000003E-12, 1.33E-07, 0.00034368938868369959, -4.2705300396000432, 3.3693999999999998E-12
DataValue, -4, 5, -6.5299999999999994E-13, 2.16E-12, 2.3500000000000003E-12, 40, 20, 8.0808415403347681E-07, -3.3901000000000041E-11, 2.16E-12, 1.33E-07, 2.3758586421751146E-08, 0.026518413918665863, 6.5299999999999994E-13
DataValue, -3.9, 5, -3.4108E-12, 4.684E-11, 9.390000000000001E-12, 40, 20, 1.8468351307033338E-06, 2.7442000000000038E-11, 4.684E-11, 1.33E-07, 0.000363631532783699, 4.3475961244036183, 3.4108E-12
DataValue, -3.8000000000000003, 5, 4.8354E-12, -2.762E-11, -3.551E-11, 40, 20, 2.1989542969329761E-06, 2.874100000000004E-11, 2.762E-11, 1.33E-07, 1.9005802001873975E-05, -0.820616073036079, 4.8354E-12
DataValue, -3.7, 5, 2.3374E-12, -1.9700000000000003E-12, -9.1000000000000016E-13, 40, 20, 1.5288557812952798E-06, -3.2261999999999972E-11, 1.9700000000000003E-12, 1.33E-07, 0.000161646918264512, -2.3786119312469789, 2.3374E-12
DataValue, -3.6, 5, -1.6169999999999999E-12, 9.6200000000000014E-12, 3.2200000000000004E-12, 40, 20, 1.2716131487209465E-06, -3.1270999999999969E-11, 9.6200000000000014E-12, 1.33E-07, 3.8103662084213224E-05, 1.1209917821270024, 1.6169999999999999E-12
DataValue, -3.5, 5, -3.9168E-12, 5.4910000000000007E-11, 1.32E-11, 40, 20, 1.9790907002964772E-06, 3.2722999999999972E-11, 5.4910000000000007E-11, 1.33E-07, 0.00016900298444527605, 2.4196271332188135, 3.9168E-12
DataValue, -3.4, 5, 4.9276E-12, -1.004E-11, -3.605E-11, 40, 20, 2.2198198125073124E-06, 5.0310000000000039E-12, 1.004E-11, 1.33E-07, 1.4013586598512838E-05, -0.64474435559870624, 4.9276E-12
DataValue, -3.3000000000000003, 5, -2.9106E-12, 2.42E-12, 3.5700000000000003E-12, 40, 20, 1.7060480649735516E-06, -1.9020000000000028E-11, 2.42E-12, 1.33E-07, 0.000252853758925658, -3.2101185801031162, 2.9106E-12
DataValue, -3.2, 5, 1.1236E-12, -4.9000000000000005E-12, -2.9300000000000002E-12, 40, 20, 1.06E-06, 3.3197999999999969E-11, 4.9000000000000005E-12, 1.33E-07, 9.5171463856742788E-06, 0.53804929175799776, 1.1236E-12
DataValue, -3.1, 5, 3.729E-12, -5.1450000000000007E-11, -1.0740000000000002E-11, 40, 20, 1.9310618840420419E-06, -2.9425999999999974E-11, 5.1450000000000007E-11, 1.33E-07, 0.00023667833992150285, 3.1357058950011192, 3.729E-12
DataValue, -3, 5, -4.7616E-12, 2.152E-11, 3.546E-11, 40, 20, 2.1821090715177368E-06, -2.8201999999999975E-11, 2.152E-11, 1.33E-07, 5.6556944208029138E-05, -1.4512040084428421, 4.7616E-12
DataValue, -2.9, 5, -1.9114E-12, 1.64E-12, -1.7E-13, 40, 20, 1.3825339055516867E-06, 3.3328000000000044E-11, 1.64E-12, 1.33E-07, 0.00012097960361088393, -1.9904298274065573, 1.9114E-12
DataValue, -2.8000000000000003, 5, 1.904E-12, -1.1640000000000001E-11, -3.86E-12, 40, 20, 1.3798550648528273E-06, 2.9438000000000038E-11, 1.1640000000000001E-11, 1.33E-07, 7.0289676113799825E-05, 1.5905831965100181, 1.904E-12
DataValue, -2.7, 5, 3.9762E-12, -5.6710000000000004E-11, -1.3340000000000001E-11, 40, 20, 1.994041122946064E-06, -3.4133999999999972E-11, 5.6710000000000004E-11, 1.33E-07, 0.00013227917610035165, 2.0627262393844763, 3.9762E-12
DataValue, -2.6, 5, -4.9228E-12, 1.1210000000000001E-11, 3.6330000000000005E-11, 40, 20, 2.2187383802512634E-06, -4.4369999999999965E-12, 1.1210000000000001E-11, 1.33E-07, 1.0517395494890922E-05, -0.54839216179374217, 4.9228E-12
DataValue, -2.5, 5, 3.0888E-12, -2.03E-12, -5.07E-12, 40, 20, 1.7574982219052172E-06, 2.0673999999999981E-11, 2.03E-12, 1.33E-07, 0.00033302257486768127, -3.978429872178971, 3.0888E-12
DataValue, -2.4, 5, -7.88E-13, 2.4500000000000003E-12, 2.3800000000000004E-12, 40, 20, 8.8769364084688588E-07, -3.3293000000000041E-11, 2.4500000000000003E-12, 1.33E-07, 3.2698909838044579E-06, 0.31427048295790394, 7.88E-13
DataValue, -2.3000000000000003, 5, -3.5698E-12, 4.6040000000000003E-11, 9.1000000000000012E-12, 40, 20, 1.8893914364154402E-06, 2.7604000000000038E-11, 4.6040000000000003E-11, 1.33E-07, 0.00031173779524163662, 3.8929596741362147, 3.5698E-12
DataValue, -2.2, 5, 4.7328E-12, -3.12E-11, -3.5090000000000005E-11, 40, 20, 2.1754999425419437E-06, 2.981499999999997E-11, 3.12E-11, 1.33E-07, 2.2036445051809771E-05, -0.86832445518782031, 4.7328E-12
DataValue, -2.1, 5, 2.3932E-12, -2.3000000000000003E-12, -1.7700000000000001E-12, 40, 20, 1.5469970911414152E-06, -3.1993999999999974E-11, 2.3000000000000003E-12, 1.33E-07, 0.00014714414240808249, -2.2672157762301448, 2.3932E-12
DataValue, -2, 5, -1.666E-12, 8.580000000000001E-12, 3.3100000000000002E-12, 40, 20, 1.2907362240210042E-06, -3.1592000000000008E-11, 8.580000000000001E-12, 1.33E-07, 3.5440295175172546E-05, 1.0744139800129917, 1.666E-12
DataValue, -1.9000000000000001, 5, -3.9252E-12, 5.313E-11, 1.2120000000000001E-11, 40, 20, 1.9812117504194247E-06, 3.2255000000000009E-11, 5.313E-11, 1.33E-07, 0.00015115060453107292, 2.291034725210475, 3.9252E-12
