
SetupTitle, TFT Saturation
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, sqrt_ID, gm, absIg, W, L, Ca, Mob_Sat, SS, absId
TestParameter, Function.User.Unit, , S, A, , , F/cm2, , (dec/V), A
TestParameter, Function.User.Definition, sqrt(abs(ID)), delta(ID)/delta(VG), abs(IG), 5, 5, 133E-9, (delta(sqrt(ID))/delta(VG))^2*2*(L/W)*(1/Ca), delta(log(ID)/log(10))/delta(VG), abs(ID)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -2
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absId, sqrt_ID, Mob_Sat
TestParameter, Output.Graph.YAxis.Scale, Log, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1, 1, 1
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true, true
TestParameter, Output.List.Data, VG, ID, absId, IG, absIg, Mob_Sat, IS, VD, gm, W, L, Ca, SS
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, true
TestParameter, AutoAnalysis.Line1.Type, 4
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 1
TestParameter, AutoAnalysis.Line1.Point1.Type, 1
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, VG
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, max(VG)-3
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 1
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, VG
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, max(VG)-1
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 06/05/2026 09:59:16
MetaData, TestRecord.TestTarget, S5TFT5-5TOP1REP
MetaData, TestRecord.IterationIndex, 2
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, b51f2ee9-f460-41ff-bb0c-bb207f1d8280
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absId, sqrt_ID, Mob_Sat
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-14, 2.3E-07, 1E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.0001, 0.0032, 13
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.65
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 4
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.7
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.33255539481025381
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.76489986644052277
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 0.000682623647706
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.65
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.65
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU3:MP, Name=VG, Direction=Double, Linear/Log=LINEAR, Start=-5 V, Stop=5 V, Step=100 mV, No. of Steps=101, Compliance=100 nA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR, Name=VD, Source Mode=V, Source=5 V, Compliance=100 mA	[CONSTANTS] Unit=SMU2:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, ID, absId, IG, absIg, Mob_Sat, IS, VD, gm, W, L, Ca, SS
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A, A, A, , A, V, S, , , F/cm2, (dec/V)
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TFT Saturation
Dimension1, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
DataName, VG, VD, ID, IG, IS, sqrt_ID, gm, absIg, W, L, Ca, Mob_Sat, SS, absId
DataValue, -5, 5, 3.146E-12, -3.4910000000000005E-11, 1.6490000000000003E-11, 1.773696704625681E-06, -3.2608000000000116E-11, 3.4910000000000005E-11, 5, 5, 1.33E-07, 0.0030960404366621778, -14.378168302253174, 3.146E-12
DataValue, -4.9, 5, -1.148E-13, 1E-12, -1.9700000000000003E-12, 3.388214869219483E-07, -1.0530000000000007E-12, 1E-12, 5, 5, 1.33E-07, 1.3712978563035349E-06, -0.15045714195741397, 1.148E-13
DataValue, -4.8, 5, 2.9353999999999998E-12, -2.7430000000000002E-11, -7.4800000000000012E-12, 1.7133009076049659E-06, 2.1370999999999982E-11, 2.7430000000000002E-11, 5, 5, 1.33E-07, 0.0010872833749561511, 7.7954439970997242, 2.9353999999999998E-12
DataValue, -4.7, 5, 4.1594E-12, -5.0460000000000006E-11, -2.4150000000000002E-11, 2.0394607130317563E-06, -3.8880000000000135E-11, 5.0460000000000006E-11, 5, 5, 1.33E-07, 8.9101036516797208E-05, 1.0861595328537048, 4.1594E-12
DataValue, -4.6000000000000005, 5, -4.8406E-12, 1.5200000000000002E-12, 3.8370000000000006E-11, 2.20013635941048E-06, -1.2259999999999992E-11, 1.5200000000000002E-12, 5, 5, 1.33E-07, 0.00020187016993127689, -1.9334770519812388, 4.8406E-12
DataValue, -4.5, 5, 1.7074E-12, -8.300000000000001E-13, 2.8E-13, 1.3066751700403586E-06, 1.3760999999999989E-11, 8.300000000000001E-13, 5, 5, 1.33E-07, 0.00021429886364431093, -1.8254275596392307, 1.7074E-12
DataValue, -4.4, 5, -2.0884E-12, 1.4000000000000002E-11, 5.0500000000000005E-12, 1.44512975196001E-06, -2.8372999999999975E-11, 1.4000000000000002E-11, 5, 5, 1.33E-07, 0.0001764559789810457, 1.8307440909870005, 2.0884E-12
DataValue, -4.3, 5, -3.9672E-12, 4.709E-11, 1.7620000000000003E-11, 1.99178312072374E-06, 3.4873999999999968E-11, 4.709E-11, 5, 5, 1.33E-07, 0.00022023409479977107, 1.8458766541882439, 3.9672E-12
DataValue, -4.2, 5, 4.8864E-12, -3.66E-12, -4.221E-11, 2.210520300743696E-06, 7.371999999999994E-12, 3.66E-12, 5, 5, 1.33E-07, 6.4099705202285562E-05, -1.0089832964529135, 4.8864E-12
DataValue, -4.1, 5, -2.4928E-12, 1.93E-12, 2.77E-12, 1.578860348479244E-06, -1.6950999999999983E-11, 1.93E-12, 5, 5, 1.33E-07, 0.00036647221766620994, -2.5699968248449667, 2.4928E-12
DataValue, -4, 5, 1.4962E-12, -6.8000000000000009E-12, -3.95E-12, 1.2231925441237778E-06, 3.143900000000004E-11, 6.8000000000000009E-12, 5, 5, 1.33E-07, 5.1248187232503334E-05, 0.91262172119513829, 1.4962E-12
DataValue, -3.9, 5, 3.795E-12, -4.403E-11, -1.3700000000000002E-11, 1.9480759738778158E-06, -3.1652000000000038E-11, 4.403E-11, 5, 5, 1.33E-07, 0.00035773629807512192, 2.546674818101792, 3.795E-12
DataValue, -3.8000000000000003, 5, -4.8342E-12, 1.279E-11, 4.2740000000000006E-11, 2.1986814230351788E-06, -2.9320000000000041E-12, 1.279E-11, 5, 5, 1.33E-07, 9.2452384020688962E-06, -0.3644810053349628, 4.8342E-12
DataValue, -3.7, 5, 3.2086E-12, -1.6300000000000001E-12, -7.870000000000001E-12, 1.7912565422071737E-06, 2.1447999999999981E-11, 1.6300000000000001E-12, 5, 5, 1.33E-07, 0.00080213432667105352, -4.741234885118728, 3.2086E-12
DataValue, -3.6, 5, -5.446E-13, 1.1500000000000002E-12, 2.3300000000000004E-12, 7.379701890998037E-07, -3.2523999999999971E-11, 1.1500000000000002E-12, 5, 5, 1.33E-07, 2.2175954618584254E-07, 0.058489879407845842, 5.446E-13
DataValue, -3.5, 5, -3.2962E-12, 3.5270000000000005E-11, 1.029E-11, 1.8155439956112328E-06, 2.5888999999999976E-11, 3.5270000000000005E-11, 5, 5, 1.33E-07, 0.00075220211312749207, 4.64901705333864, 3.2962E-12
DataValue, -3.4, 5, 4.6332E-12, -2.405E-11, -4.137E-11, 2.1524869337582517E-06, 2.8241000000000038E-11, 2.405E-11, 5, 5, 1.33E-07, 2.9879457511179803E-05, -0.73288118820987613, 4.6332E-12
DataValue, -3.3000000000000003, 5, 2.352E-12, -1.7000000000000002E-12, -1.14E-12, 1.5336231610144651E-06, -3.1522000000000041E-11, 1.7000000000000002E-12, 5, 5, 1.33E-07, 0.00027787567648402637, -2.214263103497117, 2.352E-12
DataValue, -3.2, 5, -1.6712E-12, 9.6100000000000013E-12, 3.5700000000000003E-12, 1.292749008895385E-06, -3.0817999999999973E-11, 9.6100000000000013E-12, 5, 5, 1.33E-07, 6.59086619374692E-05, 1.0483500043591389, 1.6712E-12
DataValue, -3.1, 5, -3.8116E-12, 4.472E-11, 1.5010000000000002E-11, 1.9523319389898837E-06, 3.2789999999999972E-11, 4.472E-11, 5, 5, 1.33E-07, 0.0003167181286768236, 2.329980691163811, 3.8116E-12
DataValue, -3, 5, 4.8868E-12, -8.4900000000000012E-12, -4.2660000000000004E-11, 2.2106107753288456E-06, 3.9909999999999946E-12, 8.4900000000000012E-12, 5, 5, 1.33E-07, 1.7607669959540498E-05, -0.51025267170757571, 4.8868E-12
DataValue, -2.9, 5, -3.0134E-12, 2.01E-12, 4.84E-12, 1.7359147444503144E-06, -1.9160000000000024E-11, 2.01E-12, 5, 5, 1.33E-07, 0.00052663633195913111, -3.3292722204180913, 3.0134E-12
DataValue, -2.8000000000000003, 5, 1.0548E-12, -3.95E-12, -3.2400000000000003E-12, 1.0270345661174213E-06, 3.3411000000000045E-11, 3.95E-12, 5, 5, 1.33E-07, 1.211239528407249E-05, 0.42733626725724838, 1.0548E-12
DataValue, -2.7, 5, 3.6688E-12, -4.2270000000000006E-11, -1.2250000000000001E-11, 1.9154111830100606E-06, -2.8867999999999973E-11, 4.2270000000000006E-11, 5, 5, 1.33E-07, 0.00049307777961987069, 3.2533072481166028, 3.6688E-12
DataValue, -2.6, 5, -4.7188E-12, 1.708E-11, 4.2260000000000005E-11, 2.1722799082991122E-06, -2.6593999999999975E-11, 1.708E-11, 5, 5, 1.33E-07, 0.00014963141883155256, -1.7352004658597748, 4.7188E-12
DataValue, -2.5, 5, -1.65E-12, 1.7600000000000002E-12, -9.6000000000000015E-13, 1.2845232578665129E-06, 3.4120999999999971E-11, 1.7600000000000002E-12, 5, 5, 1.33E-07, 0.00019558090346156028, -1.7524847607283418, 1.65E-12
DataValue, -2.4, 5, 2.1054E-12, -1.433E-11, -5.33E-12, 1.450999655410021E-06, 2.7894000000000041E-11, 1.433E-11, 5, 5, 1.33E-07, 0.00018294786548480354, 1.883879884548201, 2.1054E-12
DataValue, -2.3000000000000003, 5, 3.9288E-12, -4.8200000000000005E-11, -1.8070000000000002E-11, 1.9821200770891756E-06, -3.4806000000000044E-11, 4.8200000000000005E-11, 5, 5, 1.33E-07, 0.00021292826737857171, 1.8146308608857289, 3.9288E-12
DataValue, -2.2, 5, -4.8557999999999996E-12, 3.46E-12, 4.1240000000000004E-11, 2.2035879832672894E-06, -7.7319999999999933E-12, 3.46E-12, 5, 5, 1.33E-07, 7.2325326954067589E-05, -1.0862262035772288, 4.8557999999999996E-12
DataValue, -2.1, 5, 2.3824E-12, -2.42E-12, -1.12E-12, 1.543502510525979E-06, 1.5333999999999986E-11, 2.42E-12, 5, 5, 1.33E-07, 0.00028197281566990506, -2.1682522510441053, 2.3824E-12
DataValue, -2, 5, -1.789E-12, 1.0440000000000002E-11, 4.4400000000000005E-12, 1.3375350462698164E-06, -3.1658000000000006E-11, 1.0440000000000002E-11, 5, 5, 1.33E-07, 7.4030148186000154E-05, 1.097472239669486, 1.789E-12
DataValue, -1.9000000000000001, 5, -3.9492E-12, 4.701E-11, 1.6430000000000002E-11, 1.9872594194015032E-06, 3.3469000000000006E-11, 4.701E-11, 5, 5, 1.33E-07, 0.000289240713706618, 2.1900548127590285, 3.9492E-12
DataValue, -1.8, 5, 4.9048E-12, -5.5600000000000005E-12, -4.2670000000000006E-11, 2.2146783062106334E-06, 6.2589999999999967E-12, 5.5600000000000005E-12, 5, 5, 1.33E-07, 4.4715920044109367E-05, -0.82781887586797531, 4.9048E-12
